verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label,значение_ru_all,значение_ru_доп,ru_inf_ipf_all,ru_inf_pf_all,ru_present_1sg_all,ru_future_1sg_all,ru_past_ipf_mf_all,ru_past_pf_mf_all,ru_future_pf_1sg_all,ru_conditional_pf_1sg_all,ru_gerund_pf_all,ru_imperative_2sg_all,ru_1pl_pf_all,ru_display_infinitive,ru_display_perfective,ru_te_prompt,agentivity,ru_passive_prompt,passive_naturalness,passive_prompt_strategy,ru_causative_prompt,ru_causative_passive_prompt,train_general,train_potential,train_passive,train_passive_context,train_causative,train_causative_passive,train_imperative,train_volitional,train_desire,train_benefactive,train_request,train_advice,train_toki,ru_causative_alt_prompt
nyuuinsuru,入院する,にゅういんする,nyuuinsuru,ложиться в больницу,N3,suru,nyuuinsu,入院し,入院した,入院して,入院しない,入院すれば,入院したら,入院できる,,入院される,入院させる,入院させられる,入院しろ,入院するな,入院しよう,入院したい,入院しなければ,入院しなきゃ,入院しなくちゃ,ложиться в больницу,лечь в больницу,ложусь в больницу,буду ложиться в больницу,ложился(ась) в больницу,лёг(ла) в больницу,лягу в больницу,лягу в больницу,после поступления в больницу,ложись в больницу,ляжем в больницу,Пассив: ложиться в больницу,заставить лечь в больницу,быть вынужденным лечь в больницу,入院,入院,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,,ложиться в больницу,,ложиться в больницу,лечь в больницу,ложусь в больницу,буду ложиться в больницу,ложился(ась) в больницу,лёг(ла) в больницу,лягу в больницу,лягу в больницу,лёжа в больницу,ложись в больницу,ляжем в больницу,ложиться в больницу,лечь в больницу,лечь в больницу и затем…,agentive,Пассив: ложиться в больницу,contextual,grammar_label,заставить лечь в больницу,быть вынужденным лечь в больницу,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить лечь в больницу
nyuugakusuru,入学する,にゅうがくする,nyuugakusuru,поступать в учебное заведение,N3,suru,nyuugakusu,入学し,入学した,入学して,入学しない,入学すれば,入学したら,入学できる,,入学される,入学させる,入学させられる,入学しろ,入学するな,入学しよう,入学したい,入学しなければ,入学しなきゃ,入学しなくちゃ,поступать,поступить,поступаю,буду поступать,поступал(а),поступил(а),поступлю,поступлю,поступив,поступай,поступим,Пассив: поступать,заставить поступить,быть вынужденным поступить,入学,入学,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,,поступать в учебное заведение,,поступать,поступить,поступаю,буду поступать,поступал(а),поступил(а),поступлю,поступлю,поступив,поступай,поступим,поступать,поступить,поступить и затем…,agentive,Пассив: поступать,contextual,grammar_label,заставить поступить,быть вынужденным поступить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить поступить
hazusu,外す,はずす,hazusu,снимать,N3,godan-su,hazus,外し,外した,外して,外さない,外せば,外したら,外せる,,外される,外させる,外させられる,外せ,外すな,外そう,外したい,外さなければ,外さなきゃ,外さなくちゃ,снимать,снять,снимаю,буду снимать,снимал(а),снял(а),сниму,сниму,сняв,сними,снимем,Пассив: снимать,заставить снять,быть вынужденным снять,外,外,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,"снимать, отсоединять, промахиваться",отсоединять | промахиваться,снимать / отсоединять,снять / отсоединить,снимаю / отсоединяю,буду снимать / отсоединять,снимал(а) / отсоединял(а),снял(а) / отсоединил(а),сниму / отсоединю,сниму / отсоединю,сняв / отсоединив,сними / отсоедини,снимем / отсоединим,снимать,снять,снять и затем…,agentive,Пассив: снимать,contextual,grammar_label,заставить снять,быть вынужденным снять,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить снять
hakkensuru,発見する,はっけんする,hakkensuru,обнаруживать,N3,suru,hakkensu,発見し,発見した,発見して,発見しない,発見すれば,発見したら,発見できる,,発見される,発見させる,発見させられる,発見しろ,発見するな,発見しよう,発見したい,発見しなければ,発見しなきゃ,発見しなくちゃ,обнаруживать,обнаружить,обнаруживаю,буду обнаруживать,обнаруживал(а),обнаружил(а),обнаружу,обнаружу,обнаружив,обнаружь,обнаружим,быть обнаруженным,заставить обнаружить,быть вынужденным обнаружить,発見,発見,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,,обнаруживать,,обнаруживать,обнаружить,обнаруживаю,буду обнаруживать,обнаруживал(а),обнаружил(а),обнаружу,обнаружу,обнаружив,обнаружь,обнаружим,обнаруживать,обнаружить,обнаружить и затем…,agentive,быть обнаруженным,natural,natural,заставить обнаружить,быть вынужденным обнаружить,1,1,1,0,1,1,1,1,1,1,1,1,1,разрешить обнаружить
happiyousuru,発表する,はっぴょうする,happiyousuru,объявлять,N3,suru,happiyousu,発表し,発表した,発表して,発表しない,発表すれば,発表したら,発表できる,,発表される,発表させる,発表させられる,発表しろ,発表するな,発表しよう,発表したい,発表しなければ,発表しなきゃ,発表しなくちゃ,объявлять,объявить,объявляю,буду объявлять,объявлял(а),объявил(а),объявлю,объявлю,объявив,объяви,объявим,быть объявленным,заставить объявить,быть вынужденным объявить,発表,発表,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,,объявлять; выступать,выступать,объявлять / выступать,объявить / выступить,объявляю / выступаю,буду объявлять / выступать,объявлял(а) / выступал(а),объявил(а) / выступил(а),объявлю / выступлю,объявлю / выступлю,объявив / выступив,объяви / выступи,объявим / выступим,объявлять,объявить,объявить и затем…,agentive,быть объявленным,natural,natural,заставить объявить,быть вынужденным объявить,1,1,1,0,1,1,1,1,1,1,1,1,1,разрешить объявить
fuyasu,増やす,ふやす,fuyasu,увеличивать,N3,godan-su,fuyas,増やし,増やした,増やして,増やさない,増やせば,増やしたら,増やせる,,増やされる,増やさせる,増やさせられる,増やせ,増やすな,増やそう,増やしたい,増やさなければ,増やさなきゃ,増やさなくちゃ,увеличивать,увеличить,увеличиваю,буду увеличивать,увеличивал(а),увеличил(а),увеличу,увеличу,увеличив,увеличь,увеличим,Пассив: увеличивать,заставить увеличить,быть вынужденным увеличить,増や,増や,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,увеличивать,,увеличивать,увеличить,увеличиваю,буду увеличивать,увеличивал(а),увеличил(а),увеличу,увеличу,увеличив,увеличь,увеличим,увеличивать,увеличить,увеличить и затем…,agentive,Пассив: увеличивать,contextual,grammar_label,заставить увеличить,быть вынужденным увеличить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить увеличить
herasu,減らす,へらす,herasu,уменьшать,N3,godan-su,heras,減らし,減らした,減らして,減らさない,減らせば,減らしたら,減らせる,,減らされる,減らさせる,減らさせられる,減らせ,減らすな,減らそう,減らしたい,減らさなければ,減らさなきゃ,減らさなくちゃ,уменьшать,уменьшить,уменьшаю,буду уменьшать,уменьшал(а),уменьшил(а),уменьшу,уменьшу,уменьшив,уменьши,уменьшим,Пассив: уменьшать,заставить уменьшить,быть вынужденным уменьшить,減ら,減ら,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,уменьшать,,уменьшать,уменьшить,уменьшаю,буду уменьшать,уменьшал(а),уменьшил(а),уменьшу,уменьшу,уменьшив,уменьши,уменьшим,уменьшать,уменьшить,уменьшить и затем…,agentive,Пассив: уменьшать,contextual,grammar_label,заставить уменьшить,быть вынужденным уменьшить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить уменьшить
heru,減る,へる,heru,уменьшаться,N3,godan-ru,he,減り,減った,減って,減らない,減れば,減ったら,減れる,,減られる,減らせる,減らせられる,減れ,減るな,減ろう,減りたい,減らなければ,減らなきゃ,減らなくちゃ,уменьшаться,уменьшиться,уменьшается,буду уменьшаться,уменьшалось,уменьшилось,уменьшится,уменьшится,уменьшившись,,,Пассив: уменьшаться,заставить уменьшиться,быть вынужденным уменьшиться,減,減,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,уменьшаться,,уменьшаться,уменьшиться,уменьшается,буду уменьшаться,уменьшалось,уменьшилось,уменьшится,уменьшится,уменьшившись,—,—,уменьшаться,уменьшиться,уменьшиться и затем…,non_agentive,Пассив: уменьшаться,exclude,grammar_label,заставить уменьшиться,быть вынужденным уменьшиться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить уменьшиться
henkousuru,変更する,へんこうする,henkousuru,изменять,N3,suru,henkousu,変更し,変更した,変更して,変更しない,変更すれば,変更したら,変更できる,,変更される,変更させる,変更させられる,変更しろ,変更するな,変更しよう,変更したい,変更しなければ,変更しなきゃ,変更しなくちゃ,изменять,изменить,изменяю,буду изменять,изменял(а),изменил(а),изменю,изменю,изменив,измени,изменим,быть изменённым,заставить изменить,быть вынужденным изменить,変更,変更,する,suru,す|る,su|ru,し,shi,し,shi,すれ,sure,す|れ,su|re,して,shite,し|て,shi|te,した,shita,し|た,shi|ta,でき,deki,でき,deki,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,しろ,shiro,し|ろ,shi|ro,しよう,shiyou,し|よ|う,shi|yo|u,shi|su|deki|sa,,,,,изменять,,изменять,изменить,изменяю,буду изменять,изменял(а),изменил(а),изменю,изменю,изменив,измени,изменим,изменять,изменить,изменить и затем…,agentive,быть изменённым,natural,natural,заставить изменить,быть вынужденным изменить,1,1,1,0,1,1,1,1,1,1,1,1,1,разрешить изменить
makaseru,任せる,まかせる,makaseru,поручать,N3,ichidan,makase,任せ,任せた,任せて,任せない,任せれば,任せたら,任せられる,任せれる,任せられる,任せさせる,任せさせられる,任せろ,任せるな,任せよう,任せたい,任せなければ,任せなきゃ,任せなくちゃ,поручать,поручить,поручаю,буду поручать,поручал(а),поручил(а),поручу,поручу,поручив,поручи,поручим,Пассив: поручать,заставить поручить,быть вынужденным поручить,任せ,任せ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,поручать; доверять,доверять,поручать / доверять,поручить / доверить,поручаю / доверяю,буду поручать / доверять,поручал(а) / доверял(а),поручил(а) / доверил(а),поручу / доверю,поручу / доверю,поручив / доверив,поручи / доверь,поручим / доверим,поручать,поручить,поручить и затем…,agentive,Пассив: поручать,contextual,grammar_label,заставить поручить,быть вынужденным поручить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить поручить
manabu,学ぶ,まなぶ,manabu,изучать,N3,godan-bu,manab,学び,学んだ,学んで,学ばない,学べば,学んだら,学べる,,学ばれる,学ばせる,学ばせられる,学べ,学ぶな,学ぼう,学びたい,学ばなければ,学ばなきゃ,学ばなくちゃ,изучать,изучить,изучаю,буду изучать,изучал(а),изучил(а),изучу,изучу,изучив,изучай,изучим,Пассив: изучать,заставить изучить,быть вынужденным изучить,学,学,ぶ,bu,ぶ,bu,び,bi,ば,ba,べ,be,べ,be,んで,nで,んで,nで,んだ,nだ,んだ,nだ,べ,be,べ,be,ばれ,bare,ば|れ,ba|re,ばせ,base,ば|せ,ba|se,ばせられ,baserare,ば|せ|ら|れ,ba|se|ra|re,べ,be,べ,be,ぼう,bou,ぼ|う,bo|u,ba|bi|be|bo,,,,,изучать; учиться,учиться,изучать / учиться,изучить / научиться,изучаю / учусь,буду изучать / учиться,изучал(а) / учился(ась),изучил(а) / научился(ась),изучу / научусь,изучу / научусь,изучив / научившись,изучай / учись,изучим / научимся,изучать,изучить,изучить и затем…,agentive,Пассив: изучать,contextual,grammar_label,заставить изучить,быть вынужденным изучить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить изучить
mamoru,守る,まもる,mamoru,защищать,N3,godan-ru,mamo,守り,守った,守って,守らない,守れば,守ったら,守れる,,守られる,守らせる,守らせられる,守れ,守るな,守ろう,守りたい,守らなければ,守らなきゃ,守らなくちゃ,защищать,защитить,защищаю,буду защищать,защищал(а),защитил(а),защищу,защищу,защитив,защити,защитим,Пассив: защищать,заставить защитить,быть вынужденным защитить,守,守,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,защищать; соблюдать,соблюдать,защищать / соблюдать,защитить / соблюсти,защищаю / соблюдаю,буду защищать / соблюдать,защищал(а) / соблюдал(а),защитил(а) / соблюл(а),защищу / соблюду,защищу / соблюду,защитив / соблюдя,защити / соблюдай,защитим / соблюдём,защищать,защитить,защитить и затем…,agentive,Пассив: защищать,contextual,grammar_label,заставить защитить,быть вынужденным защитить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить защитить
mayou,迷う,まよう,mayou,сомневаться,N3,godan-u,mayo,迷い,迷った,迷って,迷わない,迷えば,迷ったら,迷える,,迷われる,迷わせる,迷わせられる,迷え,迷うな,迷おう,迷いたい,迷わなければ,迷わなきゃ,迷わなくちゃ,сомневаться,засомневаться,сомневаюсь,буду сомневаться,сомневался(ась),засомневался(ась),засомневаюсь,засомневаюсь,засомневавшись,не теряйся,не потеряемся,Пассив: сомневаться,заставить засомневаться,быть вынужденным засомневаться,迷,迷,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,,сомневаться; теряться,теряться,сомневаться / теряться,засомневаться / потеряться,сомневаюсь / теряюсь,буду сомневаться / теряться,сомневался(ась) / терялся(ась),засомневался(ась) / потерялся(ась),засомневаюсь / потеряюсь,засомневаюсь / потеряюсь,засомневавшись / потерявшись,не теряйся,не потеряемся,сомневаться,засомневаться,засомневаться и затем…,agentive,Пассив: сомневаться,contextual,grammar_label,заставить засомневаться,быть вынужденным засомневаться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить засомневаться
michiru,満ちる,みちる,michiru,наполняться,N3,ichidan,michi,満ち,満ちた,満ちて,満ちない,満ちれば,満ちたら,満ちられる,満ちれる,満ちられる,満ちさせる,満ちさせられる,満ちろ,満ちるな,満ちよう,満ちたい,満ちなければ,満ちなきゃ,満ちなくちゃ,наполняться,наполниться,наполняется,буду наполняться,наполнялось,наполнилось,наполнится,наполнится,наполнившись,,,Пассив: наполняться,заставить наполниться,быть вынужденным наполниться,満ち,満ち,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,наполняться,,наполняться,наполниться,наполняется,буду наполняться,наполнялось,наполнилось,наполнится,наполнится,наполнившись,—,—,наполняться,наполниться,наполниться и затем…,non_agentive,Пассив: наполняться,exclude,grammar_label,заставить наполниться,быть вынужденным наполниться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить наполниться
mitomeru,認める,みとめる,mitomeru,признавать,N3,ichidan,mitome,認め,認めた,認めて,認めない,認めれば,認めたら,認められる,認めれる,認められる,認めさせる,認めさせられる,認めろ,認めるな,認めよう,認めたい,認めなければ,認めなきゃ,認めなくちゃ,признавать,признать,признаю,буду признавать,признавал(а),признал(а),признаю,признаю,признав,признай,признаем,Пассив: признавать,заставить признать,быть вынужденным признать,認め,認め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,"признавать, замечать",замечать,признавать,признать,признаю,буду признавать,признавал(а),признал(а),признаю,признаю,признав,признай,признаем,признавать,признать,признать и затем…,agentive,Пассив: признавать,contextual,grammar_label,заставить признать,быть вынужденным признать,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить признать
miru_2,診る,みる,miru,осматривать пациента,N3,ichidan,mi,診,診た,診て,診ない,診れば,診たら,診られる,診れる,診られる,診させる,診させられる,診ろ,診るな,診よう,診たい,診なければ,診なきゃ,診なくちゃ,осматривать,осмотреть,осматриваю,буду осматривать,осматривал(а),осмотрел(а),осмотрю,осмотрю,осмотрев,осмотри,осмотрим,Пассив: осматривать,заставить осмотреть,быть вынужденным осмотреть,診,診,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,осматривать пациента,,осматривать,осмотреть,осматриваю,буду осматривать,осматривал(а),осмотрел(а),осмотрю,осмотрю,осмотрев,осмотри,осмотрим,осматривать,осмотреть,осмотреть и затем…,agentive,Пассив: осматривать,contextual,grammar_label,заставить осмотреть,быть вынужденным осмотреть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить осмотреть
muku_2,剥く,むく,muku,чистить кожуру,N3,godan-ku,muk,剥き,剥いた,剥いて,剥かない,剥けば,剥いたら,剥ける,,剥かれる,剥かせる,剥かせられる,剥け,剥くな,剥こう,剥きたい,剥かなければ,剥かなきゃ,剥かなくちゃ,чистить,почистить,чищу,буду чистить,чистил(а),почистил(а),почищу,почищу,почистив,почисти,почистим,Пассив: чистить,заставить почистить,быть вынужденным почистить,剥,剥,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,,чистить кожуру,,чистить,почистить,чищу,буду чистить,чистил(а),почистил(а),почищу,почищу,почистив,почисти,почистим,чистить,почистить,почистить и затем…,agentive,Пассив: чистить,contextual,grammar_label,заставить почистить,быть вынужденным почистить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить почистить
muku,向く,むく,muku,быть обращённым,N3,godan-ku,muk,向き,向いた,向いて,向かない,向けば,向いたら,向ける,,向かれる,向かせる,向かせられる,向け,向くな,向こう,向きたい,向かなければ,向かなきゃ,向かなくちゃ,быть обращённым,повернуться,обращён,буду быть обращённым,был обращён,повернулся,повернётся,повернётся,повернувшись,,,Пассив: быть обращённым,заставить повернуться,быть вынужденным повернуться,向,向,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,,быть обращённым; подходить,подходить,быть обращённым / подходить,повернуться / подойти,обращён / подходит,буду быть обращённым / подходить,был обращён / подходил,повернулся / подошёл,повернётся / подойдёт,повернётся / подойдёт,повернувшись / подойдя,—,—,быть обращённым,повернуться,повернуться и затем…,non_agentive,Пассив: быть обращённым,contextual,grammar_label,заставить повернуться,быть вынужденным повернуться,1,1,0,1,0,0,0,0,1,0,0,0,1,разрешить повернуться
mukeru,向ける,むける,mukeru,направлять,N3,ichidan,muke,向け,向けた,向けて,向けない,向ければ,向けたら,向けられる,向けれる,向けられる,向けさせる,向けさせられる,向けろ,向けるな,向けよう,向けたい,向けなければ,向けなきゃ,向けなくちゃ,направлять,направить,направляю,буду направлять,направлял(а),направил(а),направлю,направлю,направив,направь,направим,Пассив: направлять,заставить направить,быть вынужденным направить,向け,向け,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,направлять; поворачивать,поворачивать,направлять / поворачивать,направить / повернуть,направляю / поворачиваю,буду направлять / поворачивать,направлял(а) / поворачивал(а),направил(а) / повернул(а),направлю / поверну,направлю / поверну,направив / повернув,направь / поверни,направим / повернём,направлять,направить,направить и затем…,agentive,Пассив: направлять,contextual,grammar_label,заставить направить,быть вынужденным направить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить направить
musubu,結ぶ,むすぶ,musubu,связывать,N3,godan-bu,musub,結び,結んだ,結んで,結ばない,結べば,結んだら,結べる,,結ばれる,結ばせる,結ばせられる,結べ,結ぶな,結ぼう,結びたい,結ばなければ,結ばなきゃ,結ばなくちゃ,связывать,связать,связываю,буду связывать,связывал(а),связал(а),свяжу,свяжу,связав,свяжи,свяжем,Пассив: связывать,заставить связать,быть вынужденным связать,結,結,ぶ,bu,ぶ,bu,び,bi,ば,ba,べ,be,べ,be,んで,nで,んで,nで,んだ,nだ,んだ,nだ,べ,be,べ,be,ばれ,bare,ば|れ,ba|re,ばせ,base,ば|せ,ba|se,ばせられ,baserare,ば|せ|ら|れ,ba|se|ra|re,べ,be,べ,be,ぼう,bou,ぼ|う,bo|u,ba|bi|be|bo,,,,,связывать; завязывать,завязывать,связывать / завязывать,связать / завязать,связываю / завязываю,буду связывать / завязывать,связывал(а) / завязывал(а),связал(а) / завязал(а),свяжу / завяжу,свяжу / завяжу,связав / завязав,свяжи / завяжи,свяжем / завяжем,связывать,связать,связать и затем…,agentive,Пассив: связывать,contextual,grammar_label,заставить связать,быть вынужденным связать,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить связать
meijiru,命じる,めいじる,meijiru,приказывать,N3,ichidan,meiji,命じ,命じた,命じて,命じない,命じれば,命じたら,命じられる,命じれる,命じられる,命じさせる,命じさせられる,命じろ,命じるな,命じよう,命じたい,命じなければ,命じなきゃ,命じなくちゃ,приказывать,приказать,приказываю,буду приказывать,приказывал(а),приказал(а),прикажу,прикажу,приказав,прикажи,прикажем,Пассив: приказывать,заставить приказать,быть вынужденным приказать,命じ,命じ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,приказывать; назначать,назначать,приказывать / назначать,приказать / назначить,приказываю / назначаю,буду приказывать / назначать,приказывал(а) / назначал(а),приказал(а) / назначил(а),прикажу / назначу,прикажу / назначу,приказав / назначив,прикажи / назначь,прикажем / назначим,приказывать,приказать,приказать и затем…,agentive,Пассив: приказывать,contextual,grammar_label,заставить приказать,быть вынужденным приказать,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить приказать
